eval_id,query,normalized_query,query_type,difficulty,expected_record_ids,expected_group_id,expected_behavior,requested_field
E-REC-051-4,فرشدسك,فرشدسك,typo,medium,REC-051,SEC-1.7.2,answer,
E-REC-051-5,KPI Records,kpi records,bilingual,medium,REC-051,SEC-1.7.2,answer,
E-REC-052-1,الاختصارات,الاختصارات,keyword,easy,REC-052,SEC-1.8,answer,
E-REC-052-2,وش الاختصارات,وش الاختصارات,colloquial,medium,REC-052,SEC-1.8,answer,
E-REC-052-3,وين ألقى الاختصارات,وين القي الاختصارات,formal,easy,REC-052,SEC-1.8,answer,
E-REC-052-4,منيوال,منيوال,typo,medium,REC-052,SEC-1.8,answer,
E-REC-052-5,CBT,cbt,bilingual,medium,REC-052,SEC-1.8,answer,
E-REC-053-1,الاختصارات,الاختصارات,keyword,easy,REC-053,SEC-1.8,answer,
E-REC-053-2,وش الاختصارات,وش الاختصارات,colloquial,medium,REC-053,SEC-1.8,answer,
E-REC-053-3,وين ألقى الاختصارات,وين القي الاختصارات,formal,easy,REC-053,SEC-1.8,answer,
E-REC-053-4,منيوال,منيوال,typo,medium,REC-053,SEC-1.8,answer,
E-REC-053-5,IT,it,bilingual,medium,REC-053,SEC-1.8,answer,
E-REC-054-1,الاختصارات,الاختصارات,keyword,easy,REC-054,SEC-1.8,answer,
E-REC-054-2,وش الاختصارات,وش الاختصارات,colloquial,medium,REC-054,SEC-1.8,answer,
E-REC-054-3,وين ألقى الاختصارات,وين القي الاختصارات,formal,easy,REC-054,SEC-1.8,answer,
E-REC-054-4,منيوال,منيوال,typo,medium,REC-054,SEC-1.8,answer,
E-REC-054-5,SA,sa,bilingual,medium,REC-054,SEC-1.8,answer,
E-REC-055-1,التعريفات,التعريفات,keyword,easy,REC-055,SEC-1.9,answer,
E-REC-055-2,وش التعريفات,وش التعريفات,colloquial,medium,REC-055,SEC-1.9,answer,
E-REC-055-3,وين ألقى التعريفات,وين القي التعريفات,formal,easy,REC-055,SEC-1.9,answer,
E-REC-055-4,منيوال,منيوال,typo,medium,REC-055,SEC-1.9,answer,
E-REC-055-5,SA IT,sa it,bilingual,medium,REC-055,SEC-1.9,answer,
E-REC-056-1,المراجع,المراجع,keyword,easy,REC-056,SEC-1.10,answer,
E-REC-056-2,وش المراجع,وش المراجع,colloquial,medium,REC-056,SEC-1.10,answer,
E-REC-056-3,وين ألقى المراجع,وين القي المراجع,formal,easy,REC-056,SEC-1.10,answer,
E-REC-056-4,منيوال,منيوال,typo,medium,REC-056,SEC-1.10,answer,
E-REC-056-5,SA HR Manual,sa hr manual,bilingual,medium,REC-056,SEC-1.10,answer,
E-REC-057-1,المراجع,المراجع,keyword,easy,REC-057,SEC-1.10,answer,
E-REC-057-2,وش المراجع,وش المراجع,colloquial,medium,REC-057,SEC-1.10,answer,
E-REC-057-3,وين ألقى المراجع,وين القي المراجع,formal,easy,REC-057,SEC-1.10,answer,
E-REC-057-4,منيوال,منيوال,typo,medium,REC-057,SEC-1.10,answer,
E-REC-057-5,SA Quality Manual,sa quality manual,bilingual,medium,REC-057,SEC-1.10,answer,
E-REC-058-1,مهام قسم تقنية المعلومات,مهام قسم تقنيه المعلومات,keyword,easy,REC-058,CH-2,answer,
E-REC-058-2,وش مهام قسم تقنية المعلومات,وش مهام قسم تقنيه المعلومات,colloquial,medium,REC-058,CH-2,answer,
E-REC-058-3,وين ألقى مهام قسم تقنية المعلومات,وين القي مهام قسم تقنيه المعلومات,formal,easy,REC-058,CH-2,answer,
E-REC-058-4,منيوال,منيوال,typo,medium,REC-058,CH-2,answer,
E-REC-058-5,Basic Function of IT Department,basic function of it department,bilingual,medium,REC-058,CH-2,answer,
E-REC-059-1,أهداف الجودة,اهداف الجوده,keyword,easy,REC-059,SEC-2.1,answer,
E-REC-059-2,وش أهداف الجودة,وش اهداف الجوده,colloquial,medium,REC-059,SEC-2.1,answer,
E-REC-059-3,وين ألقى أهداف الجودة,وين القي اهداف الجوده,formal,easy,REC-059,SEC-2.1,answer,
E-REC-059-4,إدراكك,ادراكك,typo,medium,REC-059,SEC-2.1,answer,
E-REC-059-5,IT Support Commitment,it support commitment,bilingual,medium,REC-059,SEC-2.1,answer,
E-REC-060-1,أهداف الجودة,اهداف الجوده,keyword,easy,REC-060,SEC-2.1,answer,
E-REC-060-2,وش أهداف الجودة,وش اهداف الجوده,colloquial,medium,REC-060,SEC-2.1,answer,
E-REC-060-3,وين ألقى أهداف الجودة,وين القي اهداف الجوده,formal,easy,REC-060,SEC-2.1,answer,
E-REC-060-4,KPI's,kpi s,typo,medium,REC-060,SEC-2.1,answer,
E-REC-060-5,Use of IT OPM,use of it opm,bilingual,medium,REC-060,SEC-2.1,answer,
E-REC-061-1,أهداف الجودة,اهداف الجوده,keyword,easy,REC-061,SEC-2.1,answer,
E-REC-061-2,وش أهداف الجودة,وش اهداف الجوده,colloquial,medium,REC-061,SEC-2.1,answer,
E-REC-061-3,وين ألقى أهداف الجودة,وين القي اهداف الجوده,formal,easy,REC-061,SEC-2.1,answer,
E-REC-061-4,منيوال,منيوال,typo,medium,REC-061,SEC-2.1,answer,
E-REC-061-5,Established Standards and Procedures,established standards and procedures,bilingual,medium,REC-061,SEC-2.1,answer,
E-REC-062-1,أهداف الجودة,اهداف الجوده,keyword,easy,REC-062,SEC-2.1,answer,
E-REC-062-2,وش أهداف الجودة,وش اهداف الجوده,colloquial,medium,REC-062,SEC-2.1,answer,
E-REC-062-3,وين ألقى أهداف الجودة,وين القي اهداف الجوده,formal,easy,REC-062,SEC-2.1,answer,
E-REC-062-4,KPI's,kpi s,typo,medium,REC-062,SEC-2.1,answer,
E-REC-062-5,Basis of Standards,basis of standards,bilingual,medium,REC-062,SEC-2.1,answer,
E-REC-063-1,أهداف الجودة,اهداف الجوده,keyword,easy,REC-063,SEC-2.1,answer,
E-REC-063-2,وش أهداف الجودة,وش اهداف الجوده,colloquial,medium,REC-063,SEC-2.1,answer,
E-REC-063-3,وين ألقى أهداف الجودة,وين القي اهداف الجوده,formal,easy,REC-063,SEC-2.1,answer,
E-REC-063-4,KPI's,kpi s,typo,medium,REC-063,SEC-2.1,answer,
E-REC-063-5,Quality Objective Measurement,quality objective measurement,bilingual,medium,REC-063,SEC-2.1,answer,
E-REC-064-1,مؤشرات الأداء,موشرات الاداء,keyword,easy,REC-064,SEC-2.1.1,answer,
E-REC-064-2,وش مؤشرات الأداء,وش موشرات الاداء,colloquial,medium,REC-064,SEC-2.1.1,answer,
E-REC-064-3,وين ألقى مؤشرات الأداء,وين القي موشرات الاداء,formal,easy,REC-064,SEC-2.1.1,answer,
E-REC-064-4,KPI's,kpi s,typo,medium,REC-064,SEC-2.1.1,answer,
E-REC-064-5,Definition of KPI,definition of kpi,bilingual,medium,REC-064,SEC-2.1.1,answer,
E-REC-065-1,مؤشرات الأداء,موشرات الاداء,keyword,easy,REC-065,SEC-2.1.1,answer,
E-REC-065-2,وش مؤشرات الأداء,وش موشرات الاداء,colloquial,medium,REC-065,SEC-2.1.1,answer,
E-REC-065-3,وين ألقى مؤشرات الأداء,وين القي موشرات الاداء,formal,easy,REC-065,SEC-2.1.1,answer,
E-REC-065-4,KPI's,kpi s,typo,medium,REC-065,SEC-2.1.1,answer,
E-REC-065-5,KPI Uses,kpi uses,bilingual,medium,REC-065,SEC-2.1.1,answer,
E-REC-066-1,مؤشرات الأداء,موشرات الاداء,keyword,easy,REC-066,SEC-2.1.1,answer,
E-REC-066-2,وش مؤشرات الأداء,وش موشرات الاداء,colloquial,medium,REC-066,SEC-2.1.1,answer,
E-REC-066-3,وين ألقى مؤشرات الأداء,وين القي موشرات الاداء,formal,easy,REC-066,SEC-2.1.1,answer,
E-REC-066-4,منيوال,منيوال,typo,medium,REC-066,SEC-2.1.1,answer,
E-REC-066-5,Management Alert,management alert,bilingual,medium,REC-066,SEC-2.1.1,answer,
E-REC-067-1,مؤشرات الأداء,موشرات الاداء,keyword,easy,REC-067,SEC-2.1.1,answer,
E-REC-067-2,وش مؤشرات الأداء,وش موشرات الاداء,colloquial,medium,REC-067,SEC-2.1.1,answer,
E-REC-067-3,وين ألقى مؤشرات الأداء,وين القي موشرات الاداء,formal,easy,REC-067,SEC-2.1.1,answer,
E-REC-067-4,KPI's,kpi s,typo,medium,REC-067,SEC-2.1.1,answer,
E-REC-067-5,Specific Measurement Data,specific measurement data,bilingual,medium,REC-067,SEC-2.1.1,answer,
E-REC-068-1,مؤشرات الأداء,موشرات الاداء,keyword,easy,REC-068,SEC-2.1.1,answer,
E-REC-068-2,وش مؤشرات الأداء,وش موشرات الاداء,colloquial,medium,REC-068,SEC-2.1.1,answer,
E-REC-068-3,وين ألقى مؤشرات الأداء,وين القي موشرات الاداء,formal,easy,REC-068,SEC-2.1.1,answer,
E-REC-068-4,KPI's,kpi s,typo,medium,REC-068,SEC-2.1.1,answer,
E-REC-068-5,Predetermined Standard,predetermined standard,bilingual,medium,REC-068,SEC-2.1.1,answer,
E-REC-069-1,مؤشرات الأداء,موشرات الاداء,keyword,easy,REC-069,SEC-2.1.1,answer,
E-REC-069-2,وش مؤشرات الأداء,وش موشرات الاداء,colloquial,medium,REC-069,SEC-2.1.1,answer,
E-REC-069-3,وين ألقى مؤشرات الأداء,وين القي موشرات الاداء,formal,easy,REC-069,SEC-2.1.1,answer,
E-REC-069-4,فرشدسك,فرشدسك,typo,medium,REC-069,SEC-2.1.1,answer,
E-REC-069-5,Average Response Time to Support Tickets,average response time to support tickets,bilingual,medium,REC-069,SEC-2.1.1,answer,
E-REC-070-1,مؤشرات الأداء,موشرات الاداء,keyword,easy,REC-070,SEC-2.1.1,answer,
E-REC-070-2,وش مؤشرات الأداء,وش موشرات الاداء,colloquial,medium,REC-070,SEC-2.1.1,answer,
E-REC-070-3,وين ألقى مؤشرات الأداء,وين القي موشرات الاداء,formal,easy,REC-070,SEC-2.1.1,answer,
E-REC-070-4,تكيت,تكيت,typo,medium,REC-070,SEC-2.1.1,answer,
E-REC-070-5,IT Ticket Closure Rate,it ticket closure rate,bilingual,medium,REC-070,SEC-2.1.1,answer,
E-REC-071-1,مؤشرات الأداء,موشرات الاداء,keyword,easy,REC-071,SEC-2.1.1,answer,
E-REC-071-2,وش مؤشرات الأداء,وش موشرات الاداء,colloquial,medium,REC-071,SEC-2.1.1,answer,
E-REC-071-3,وين ألقى مؤشرات الأداء,وين القي موشرات الاداء,formal,easy,REC-071,SEC-2.1.1,answer,
E-REC-071-4,سيتم طاح,سيتم طاح,typo,medium,REC-071,SEC-2.1.1,answer,
E-REC-071-5,Failure to Meet KPI Goals,failure to meet kpi goals,bilingual,medium,REC-071,SEC-2.1.1,answer,
E-REC-072-1,الهيكل التنظيمي,الهيكل التنظيمي,keyword,easy,REC-072,SEC-2.2,answer,
E-REC-072-2,وش الهيكل التنظيمي,وش الهيكل التنظيمي,colloquial,medium,REC-072,SEC-2.2,answer,
E-REC-072-3,وين ألقى الهيكل التنظيمي,وين القي الهيكل التنظيمي,formal,easy,REC-072,SEC-2.2,answer,
E-REC-072-4,منتننس,منتننس,typo,medium,REC-072,SEC-2.2,answer,
E-REC-072-5,Director Reporting Line,director reporting line,bilingual,medium,REC-072,SEC-2.2,answer,
E-REC-073-1,الهيكل التنظيمي,الهيكل التنظيمي,keyword,easy,REC-073,SEC-2.2,answer,
E-REC-073-2,وش الهيكل التنظيمي,وش الهيكل التنظيمي,colloquial,medium,REC-073,SEC-2.2,answer,
E-REC-073-3,وين ألقى الهيكل التنظيمي,وين القي الهيكل التنظيمي,formal,easy,REC-073,SEC-2.2,answer,
E-REC-073-4,منيوال,منيوال,typo,medium,REC-073,SEC-2.2,answer,
E-REC-073-5,IT Manager Reporting Line,it manager reporting line,bilingual,medium,REC-073,SEC-2.2,answer,
E-REC-074-1,الهيكل التنظيمي,الهيكل التنظيمي,keyword,easy,REC-074,SEC-2.2,answer,
E-REC-074-2,وش الهيكل التنظيمي,وش الهيكل التنظيمي,colloquial,medium,REC-074,SEC-2.2,answer,
E-REC-074-3,وين ألقى الهيكل التنظيمي,وين القي الهيكل التنظيمي,formal,easy,REC-074,SEC-2.2,answer,
E-REC-074-4,منيوال,منيوال,typo,medium,REC-074,SEC-2.2,answer,
E-REC-074-5,IT Section Manager Reporting Line,it section manager reporting line,bilingual,medium,REC-074,SEC-2.2,answer,
E-REC-075-1,الهيكل التنظيمي,الهيكل التنظيمي,keyword,easy,REC-075,SEC-2.2,answer,
E-REC-075-2,وش الهيكل التنظيمي,وش الهيكل التنظيمي,colloquial,medium,REC-075,SEC-2.2,answer,
E-REC-075-3,وين ألقى الهيكل التنظيمي,وين القي الهيكل التنظيمي,formal,easy,REC-075,SEC-2.2,answer,
E-REC-075-4,منيوال,منيوال,typo,medium,REC-075,SEC-2.2,answer,
E-REC-075-5,IT Specialist Reporting Line,it specialist reporting line,bilingual,medium,REC-075,SEC-2.2,answer,
E-REC-076-1,مهام ومسؤوليات موظفي تقنية المعلومات,مهام ومسووليات موظفي تقنيه المعلومات,keyword,easy,REC-076,SEC-2.3,answer,
E-REC-076-2,وش مهام ومسؤوليات موظفي تقنية المعلومات,وش مهام ومسووليات موظفي تقنيه المعلومات,colloquial,medium,REC-076,SEC-2.3,answer,
E-REC-076-3,وين ألقى مهام ومسؤوليات موظفي تقنية المعلومات,وين القي مهام ومسووليات موظفي تقنيه المعلومات,formal,easy,REC-076,SEC-2.3,answer,
E-REC-076-4,منيوال,منيوال,typo,medium,REC-076,SEC-2.3,answer,
E-REC-076-5,IT Personnel Duties and Responsibilities,it personnel duties and responsibilities,bilingual,medium,REC-076,SEC-2.3,answer,
E-REC-077-1,شكاوى العملاء,شكاوي العملاء,keyword,easy,REC-077,SEC-2.4,answer,
E-REC-077-2,وش شكاوى العملاء,وش شكاوي العملاء,colloquial,medium,REC-077,SEC-2.4,answer,
E-REC-077-3,وين ألقى شكاوى العملاء,وين القي شكاوي العملاء,formal,easy,REC-077,SEC-2.4,answer,
E-REC-077-4,تكيت,تكيت,typo,medium,REC-077,SEC-2.4,answer,
E-REC-077-5,Use of Complaint Information,use of complaint information,bilingual,medium,REC-077,SEC-2.4,answer,
E-REC-078-1,شكاوى العملاء,شكاوي العملاء,keyword,easy,REC-078,SEC-2.4,answer,
E-REC-078-2,وش شكاوى العملاء,وش شكاوي العملاء,colloquial,medium,REC-078,SEC-2.4,answer,
E-REC-078-3,وين ألقى شكاوى العملاء,وين القي شكاوي العملاء,formal,easy,REC-078,SEC-2.4,answer,
E-REC-078-4,تكيت,تكيت,typo,medium,REC-078,SEC-2.4,answer,
E-REC-078-5,Route Customer Complaints,route customer complaints,bilingual,medium,REC-078,SEC-2.4,answer,
E-REC-079-1,فريش ديسك,فريش ديسك,keyword,easy,REC-079,SEC-2.5,answer,
E-REC-079-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-079,SEC-2.5,answer,
E-REC-079-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-079,SEC-2.5,answer,
E-REC-079-4,فرشدسك,فرشدسك,typo,medium,REC-079,SEC-2.5,answer,
E-REC-079-5,Freshdesk Subscription,freshdesk subscription,bilingual,medium,REC-079,SEC-2.5,answer,
E-REC-080-1,فريش ديسك,فريش ديسك,keyword,easy,REC-080,SEC-2.5,answer,
E-REC-080-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-080,SEC-2.5,answer,
E-REC-080-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-080,SEC-2.5,answer,
E-REC-080-4,فرشدسك,فرشدسك,typo,medium,REC-080,SEC-2.5,answer,
E-REC-080-5,Freshdesk Purpose,freshdesk purpose,bilingual,medium,REC-080,SEC-2.5,answer,
E-REC-081-1,فريش ديسك,فريش ديسك,keyword,easy,REC-081,SEC-2.5,answer,
E-REC-081-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-081,SEC-2.5,answer,
E-REC-081-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-081,SEC-2.5,answer,
E-REC-081-4,فرشدسك,فرشدسك,typo,medium,REC-081,SEC-2.5,answer,
E-REC-081-5,Freshdesk Account Administrator,freshdesk account administrator,bilingual,medium,REC-081,SEC-2.5,answer,
E-REC-082-1,فريش ديسك,فريش ديسك,keyword,easy,REC-082,SEC-2.5,answer,
E-REC-082-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-082,SEC-2.5,answer,
E-REC-082-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-082,SEC-2.5,answer,
E-REC-082-4,فرشدسك,فرشدسك,typo,medium,REC-082,SEC-2.5,answer,
E-REC-082-5,Freshdesk Agents,freshdesk agents,bilingual,medium,REC-082,SEC-2.5,answer,
E-REC-083-1,فريش ديسك,فريش ديسك,keyword,easy,REC-083,SEC-2.5,answer,
E-REC-083-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-083,SEC-2.5,answer,
E-REC-083-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-083,SEC-2.5,answer,
E-REC-083-4,فرشدسك,فرشدسك,typo,medium,REC-083,SEC-2.5,answer,
E-REC-083-5,Freshdesk Account Link,freshdesk account link,bilingual,medium,REC-083,SEC-2.5,answer,
E-REC-084-1,فريش ديسك,فريش ديسك,keyword,easy,REC-084,SEC-2.5,answer,
E-REC-084-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-084,SEC-2.5,answer,
E-REC-084-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-084,SEC-2.5,answer,
E-REC-084-4,فرشدسك,فرشدسك,typo,medium,REC-084,SEC-2.5,answer,
E-REC-084-5,Continuously Check New Tickets,continuously check new tickets,bilingual,medium,REC-084,SEC-2.5,answer,
E-REC-085-1,فريش ديسك,فريش ديسك,keyword,easy,REC-085,SEC-2.5,answer,
E-REC-085-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-085,SEC-2.5,answer,
E-REC-085-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-085,SEC-2.5,answer,
E-REC-085-4,فرشدسك,فرشدسك,typo,medium,REC-085,SEC-2.5,answer,
E-REC-085-5,Follow and Close Old Tickets,follow and close old tickets,bilingual,medium,REC-085,SEC-2.5,answer,
E-REC-086-1,فريش ديسك,فريش ديسك,keyword,easy,REC-086,SEC-2.5,answer,
E-REC-086-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-086,SEC-2.5,answer,
E-REC-086-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-086,SEC-2.5,answer,
E-REC-086-4,فرشدسك,فرشدسك,typo,medium,REC-086,SEC-2.5,answer,
E-REC-086-5,Open Ticket by Email,open ticket by email,bilingual,medium,REC-086,SEC-2.5,answer,
E-REC-087-1,فريش ديسك,فريش ديسك,keyword,easy,REC-087,SEC-2.5,answer,
E-REC-087-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-087,SEC-2.5,answer,
E-REC-087-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-087,SEC-2.5,answer,
E-REC-087-4,فرشدسك,فرشدسك,typo,medium,REC-087,SEC-2.5,answer,
E-REC-087-5,Automatic Ticket Creation and Reply,automatic ticket creation and reply,bilingual,medium,REC-087,SEC-2.5,answer,
E-REC-088-1,فريش ديسك,فريش ديسك,keyword,easy,REC-088,SEC-2.5,answer,
E-REC-088-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-088,SEC-2.5,answer,
E-REC-088-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-088,SEC-2.5,answer,
E-REC-088-4,فرشدسك,فرشدسك,typo,medium,REC-088,SEC-2.5,answer,
E-REC-088-5,Document Verbal Requests,document verbal requests,bilingual,medium,REC-088,SEC-2.5,answer,
E-REC-089-1,فريش ديسك,فريش ديسك,keyword,easy,REC-089,SEC-2.5,answer,
E-REC-089-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-089,SEC-2.5,answer,
E-REC-089-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-089,SEC-2.5,answer,
E-REC-089-4,فرشدسك,فرشدسك,typo,medium,REC-089,SEC-2.5,answer,
E-REC-089-5,Document Classroom and Lab Calls,document classroom and lab calls,bilingual,medium,REC-089,SEC-2.5,answer,
E-REC-090-1,فريش ديسك,فريش ديسك,keyword,easy,REC-090,SEC-2.5,answer,
E-REC-090-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-090,SEC-2.5,answer,
E-REC-090-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-090,SEC-2.5,answer,
E-REC-090-4,فرشدسك,فرشدسك,typo,medium,REC-090,SEC-2.5,answer,
E-REC-090-5,Document Walk-in Requests,document walk in requests,bilingual,medium,REC-090,SEC-2.5,answer,
E-REC-091-1,فريش ديسك,فريش ديسك,keyword,easy,REC-091,SEC-2.5,answer,
E-REC-091-2,وش فريش ديسك,وش فريش ديسك,colloquial,medium,REC-091,SEC-2.5,answer,
E-REC-091-3,وين ألقى فريش ديسك,وين القي فريش ديسك,formal,easy,REC-091,SEC-2.5,answer,
E-REC-091-4,فرشدسك,فرشدسك,typo,medium,REC-091,SEC-2.5,answer,
E-REC-091-5,Document Routine Check Defects,document routine check defects,bilingual,medium,REC-091,SEC-2.5,answer,
E-REC-092-1,نظام إدارة التدريب,نظام اداره التدريب,keyword,easy,REC-092,SEC-2.6,answer,
E-REC-092-2,وش نظام إدارة التدريب,وش نظام اداره التدريب,colloquial,medium,REC-092,SEC-2.6,answer,
E-REC-092-3,وين ألقى نظام إدارة التدريب,وين القي نظام اداره التدريب,formal,easy,REC-092,SEC-2.6,answer,
E-REC-092-4,تي ام اس,تي ام اس,typo,medium,REC-092,SEC-2.6,answer,
E-REC-092-5,TMS Description,tms description,bilingual,medium,REC-092,SEC-2.6,answer,
E-REC-093-1,نظام إدارة التدريب,نظام اداره التدريب,keyword,easy,REC-093,SEC-2.6,answer,
E-REC-093-2,وش نظام إدارة التدريب,وش نظام اداره التدريب,colloquial,medium,REC-093,SEC-2.6,answer,
E-REC-093-3,وين ألقى نظام إدارة التدريب,وين القي نظام اداره التدريب,formal,easy,REC-093,SEC-2.6,answer,
E-REC-093-4,تي ام اس,تي ام اس,typo,medium,REC-093,SEC-2.6,answer,
E-REC-093-5,Receive Training Requests,receive training requests,bilingual,medium,REC-093,SEC-2.6,answer,
E-REC-094-1,نظام إدارة التدريب,نظام اداره التدريب,keyword,easy,REC-094,SEC-2.6,answer,
E-REC-094-2,وش نظام إدارة التدريب,وش نظام اداره التدريب,colloquial,medium,REC-094,SEC-2.6,answer,
E-REC-094-3,وين ألقى نظام إدارة التدريب,وين القي نظام اداره التدريب,formal,easy,REC-094,SEC-2.6,answer,
E-REC-094-4,تي ام اس,تي ام اس,typo,medium,REC-094,SEC-2.6,answer,
E-REC-094-5,Enroll Trainees,enroll trainees,bilingual,medium,REC-094,SEC-2.6,answer,
E-REC-095-1,نظام إدارة التدريب,نظام اداره التدريب,keyword,easy,REC-095,SEC-2.6,answer,
E-REC-095-2,وش نظام إدارة التدريب,وش نظام اداره التدريب,colloquial,medium,REC-095,SEC-2.6,answer,
E-REC-095-3,وين ألقى نظام إدارة التدريب,وين القي نظام اداره التدريب,formal,easy,REC-095,SEC-2.6,answer,
E-REC-095-4,تي ام اس,تي ام اس,typo,medium,REC-095,SEC-2.6,answer,
E-REC-095-5,Assign Instructors,assign instructors,bilingual,medium,REC-095,SEC-2.6,answer,
E-REC-096-1,نظام إدارة التدريب,نظام اداره التدريب,keyword,easy,REC-096,SEC-2.6,answer,
E-REC-096-2,وش نظام إدارة التدريب,وش نظام اداره التدريب,colloquial,medium,REC-096,SEC-2.6,answer,
E-REC-096-3,وين ألقى نظام إدارة التدريب,وين القي نظام اداره التدريب,formal,easy,REC-096,SEC-2.6,answer,
E-REC-096-4,تي ام اس,تي ام اس,typo,medium,REC-096,SEC-2.6,answer,
E-REC-096-5,Assign Facilities,assign facilities,bilingual,medium,REC-096,SEC-2.6,answer,
E-REC-097-1,نظام إدارة التدريب,نظام اداره التدريب,keyword,easy,REC-097,SEC-2.6,answer,
E-REC-097-2,وش نظام إدارة التدريب,وش نظام اداره التدريب,colloquial,medium,REC-097,SEC-2.6,answer,
E-REC-097-3,وين ألقى نظام إدارة التدريب,وين القي نظام اداره التدريب,formal,easy,REC-097,SEC-2.6,answer,
E-REC-097-4,تي ام اس,تي ام اس,typo,medium,REC-097,SEC-2.6,answer,
E-REC-097-5,Conduct Training,conduct training,bilingual,medium,REC-097,SEC-2.6,answer,
E-REC-098-1,نظام إدارة التدريب,نظام اداره التدريب,keyword,easy,REC-098,SEC-2.6,answer,
E-REC-098-2,وش نظام إدارة التدريب,وش نظام اداره التدريب,colloquial,medium,REC-098,SEC-2.6,answer,
E-REC-098-3,وين ألقى نظام إدارة التدريب,وين القي نظام اداره التدريب,formal,easy,REC-098,SEC-2.6,answer,
E-REC-098-4,تي ام اس,تي ام اس,typo,medium,REC-098,SEC-2.6,answer,
E-REC-098-5,Issue Certificates,issue certificates,bilingual,medium,REC-098,SEC-2.6,answer,
E-REC-099-1,نظام إدارة التدريب,نظام اداره التدريب,keyword,easy,REC-099,SEC-2.6,answer,
E-REC-099-2,وش نظام إدارة التدريب,وش نظام اداره التدريب,colloquial,medium,REC-099,SEC-2.6,answer,
E-REC-099-3,وين ألقى نظام إدارة التدريب,وين القي نظام اداره التدريب,formal,easy,REC-099,SEC-2.6,answer,
E-REC-099-4,تي ام اس,تي ام اس,typo,medium,REC-099,SEC-2.6,answer,
E-REC-099-5,Issue Invoices,issue invoices,bilingual,medium,REC-099,SEC-2.6,answer,
E-REC-100-1,نظام إدارة التدريب,نظام اداره التدريب,keyword,easy,REC-100,SEC-2.6,answer,
E-REC-100-2,وش نظام إدارة التدريب,وش نظام اداره التدريب,colloquial,medium,REC-100,SEC-2.6,answer,
E-REC-100-3,وين ألقى نظام إدارة التدريب,وين القي نظام اداره التدريب,formal,easy,REC-100,SEC-2.6,answer,
E-REC-100-4,تي ام اس,تي ام اس,typo,medium,REC-100,SEC-2.6,answer,
E-REC-100-5,TMS User Support,tms user support,bilingual,medium,REC-100,SEC-2.6,answer,
E-REC-101-1,نظام إدارة التدريب,نظام اداره التدريب,keyword,easy,REC-101,SEC-2.6,answer,
E-REC-101-2,وش نظام إدارة التدريب,وش نظام اداره التدريب,colloquial,medium,REC-101,SEC-2.6,answer,
E-REC-101-3,وين ألقى نظام إدارة التدريب,وين القي نظام اداره التدريب,formal,easy,REC-101,SEC-2.6,answer,
E-REC-101-4,تي ام اس,تي ام اس,typo,medium,REC-101,SEC-2.6,answer,
E-REC-101-5,TMS Work Instructions,tms work instructions,bilingual,medium,REC-101,SEC-2.6,answer,
E-REC-102-1,إدراك,ادراك,keyword,easy,REC-102,SEC-2.7,answer,
E-REC-102-2,وش إدراك,وش ادراك,colloquial,medium,REC-102,SEC-2.7,answer,
E-REC-102-3,وين ألقى إدراك,وين القي ادراك,formal,easy,REC-102,SEC-2.7,answer,
E-REC-102-4,إدراكك,ادراكك,typo,medium,REC-102,SEC-2.7,answer,
E-REC-102-5,EDRAK Purpose,edrak purpose,bilingual,medium,REC-102,SEC-2.7,answer,
E-REC-103-1,إدراك,ادراك,keyword,easy,REC-103,SEC-2.7,answer,
E-REC-103-2,وش إدراك,وش ادراك,colloquial,medium,REC-103,SEC-2.7,answer,
E-REC-103-3,وين ألقى إدراك,وين القي ادراك,formal,easy,REC-103,SEC-2.7,answer,
E-REC-103-4,إدراكك,ادراكك,typo,medium,REC-103,SEC-2.7,answer,
